x_m,y_m,w_tr_right_m,w_tr_left_m
-5.349999999999994,-5.149999999999999,0.6403124237432849,0.6403124237432849
-5.299999999999997,-5.149999999999999,0.651920240520265,0.651920240520265
-5.2499999999999964,-5.099999999999994,0.651920240520265,0.651920240520265
-5.199999999999996,-5.099999999999994,0.65,0.65
-5.149999999999995,-5.049999999999997,0.670820393249937,0.670820393249937
-5.099999999999994,-5.049999999999997,0.65,0.65
-5.049999999999997,-4.999999999999993,0.670820393249937,0.670820393249937
-4.9999999999999964,-4.999999999999993,0.65,0.65
-4.949999999999996,-4.949999999999996,0.670820393249937,0.670820393249937
-4.899999999999995,-4.899999999999999,0.670820393249937,0.670820393249937
-4.849999999999994,-4.899999999999999,0.670820393249937,0.670820393249937
-4.799999999999997,-4.849999999999994,0.670820393249937,0.670820393249937
-4.7499999999999964,-4.849999999999994,0.670820393249937,0.670820393249937
-4.699999999999996,-4.799999999999997,0.6800735254367722,0.6800735254367722
-4.649999999999995,-4.749999999999993,0.670820393249937,0.670820393249937
-4.599999999999994,-4.749999999999993,0.670820393249937,0.670820393249937
-4.549999999999997,-4.699999999999996,0.670820393249937,0.670820393249937
-4.4999999999999964,-4.699999999999996,0.670820393249937,0.670820393249937
-4.449999999999996,-4.649999999999999,0.670820393249937,0.670820393249937
-4.399999999999995,-4.649999999999999,0.670820393249937,0.670820393249937
-4.349999999999994,-4.599999999999994,0.6800735254367722,0.6800735254367722
-4.299999999999997,-4.599999999999994,0.670820393249937,0.670820393249937
-4.249999999999993,-4.549999999999997,0.6946221994724903,0.6946221994724903
-4.199999999999996,-4.549999999999997,0.670820393249937,0.670820393249937
-4.149999999999999,-4.499999999999993,0.6946221994724903,0.6946221994724903
-4.099999999999994,-4.499999999999993,0.670820393249937,0.670820393249937
-4.049999999999997,-4.449999999999996,0.6946221994724903,0.6946221994724903
-3.999999999999993,-4.399999999999999,0.6946221994724903,0.6946221994724903
-3.9499999999999957,-4.399999999999999,0.6946221994724903,0.6946221994724903
-3.8999999999999986,-4.349999999999994,0.7106335201775948,0.7106335201775948
-3.8499999999999943,-4.299999999999997,0.6946221994724903,0.6946221994724903
-3.799999999999997,-4.299999999999997,0.6946221994724903,0.6946221994724903
-3.749999999999993,-4.249999999999993,0.6946221994724903,0.6946221994724903
-3.6999999999999957,-4.249999999999993,0.6946221994724903,0.6946221994724903
-3.6499999999999986,-4.199999999999996,0.7106335201775948,0.7106335201775948
-3.5999999999999943,-4.199999999999996,0.6946221994724903,0.6946221994724903
-3.549999999999997,-4.149999999999999,0.7158910531638177,0.7158910531638177
-3.499999999999993,-4.099999999999994,0.7106335201775948,0.7106335201775948
-3.4499999999999957,-4.099999999999994,0.7158910531638177,0.7158910531638177
-3.3999999999999986,-4.049999999999997,0.7158910531638177,0.7158910531638177
-3.3499999999999943,-4.049999999999997,0.7106335201775948,0.7106335201775948
-3.299999999999997,-3.999999999999993,0.7211102550927979,0.7211102550927979
-3.249999999999993,-3.9499999999999957,0.7106335201775948,0.7106335201775948
-3.1999999999999957,-3.9499999999999957,0.7158910531638177,0.7158910531638177
-3.1499999999999986,-3.8999999999999986,0.7211102550927979,0.7211102550927979
-3.0999999999999943,-3.8999999999999986,0.7158910531638177,0.7158910531638177
-3.049999999999997,-3.8499999999999943,0.73824115301167,0.73824115301167
-2.999999999999993,-3.8499999999999943,0.7158910531638177,0.7158910531638177
-2.9499999999999957,-3.799999999999997,0.73824115301167,0.73824115301167
-2.8999999999999986,-3.799999999999997,0.7158910531638177,0.7158910531638177
-2.8499999999999943,-3.749999999999993,0.73824115301167,0.73824115301167
-2.799999999999997,-3.6999999999999957,0.73824115301167,0.73824115301167
-2.749999999999993,-3.6999999999999957,0.73824115301167,0.73824115301167
-2.6999999999999957,-3.6499999999999986,0.73824115301167,0.73824115301167
-2.6499999999999986,-3.6499999999999986,0.73824115301167,0.73824115301167
-2.5999999999999943,-3.5999999999999943,0.73824115301167,0.73824115301167
-2.549999999999997,-3.5999999999999943,0.73824115301167,0.73824115301167
-2.499999999999993,-3.549999999999997,0.75,0.75
-2.4499999999999957,-3.549999999999997,0.73824115301167,0.73824115301167
-2.3999999999999986,-3.499999999999993,0.7615773105863909,0.7615773105863909
-2.3499999999999943,-3.499999999999993,0.73824115301167,0.73824115301167
-2.299999999999997,-3.4499999999999957,0.7615773105863909,0.7615773105863909
-2.249999999999993,-3.4499999999999957,0.73824115301167,0.73824115301167
-2.1999999999999957,-3.3999999999999986,0.7615773105863909,0.7615773105863909
-2.1499999999999986,-3.3999999999999986,0.7433034373659253,0.7433034373659253
-2.0999999999999943,-3.3499999999999943,0.7615773105863909,0.7615773105863909
-2.049999999999997,-3.3499999999999943,0.7615773105863909,0.7615773105863909
-1.999999999999993,-3.3499999999999943,0.73824115301167,0.73824115301167
-1.9499999999999957,-3.299999999999997,0.7615773105863909,0.7615773105863909
-1.8999999999999986,-3.299999999999997,0.7433034373659253,0.7433034373659253
-1.8499999999999943,-3.249999999999993,0.7762087348130012,0.7762087348130012
-1.7999999999999972,-3.249999999999993,0.7615773105863909,0.7615773105863909
-1.749999999999993,-3.249999999999993,0.7433034373659253,0.7433034373659253
-1.6999999999999957,-3.1999999999999957,0.7762087348130012,0.7762087348130012
-1.6499999999999986,-3.1999999999999957,0.7615773105863909,0.7615773105863909
-1.5999999999999943,-3.1999999999999957,0.7433034373659253,0.7433034373659253
-1.5499999999999972,-3.1499999999999986,0.7762087348130012,0.7762087348130012
-1.499999999999993,-3.1499999999999986,0.7615773105863909,0.7615773105863909
-1.4499999999999957,-3.0999999999999943,0.7905694150420949,0.7905694150420949
-1.3999999999999986,-3.0999999999999943,0.7762087348130012,0.7762087348130012
-1.3499999999999943,-3.0999999999999943,0.7648529270389178,0.7648529270389178
-1.2999999999999972,-3.0999999999999943,0.7566372975210779,0.7566372975210779
-1.249999999999993,-3.0999999999999943,0.7433034373659253,0.7433034373659253
-1.1999999999999957,-3.049999999999997,0.7762087348130012,0.7762087348130012
-1.1499999999999986,-3.049999999999997,0.7648529270389178,0.7648529270389178
-1.0999999999999943,-3.049999999999997,0.7566372975210779,0.7566372975210779
-1.0499999999999972,-3.049999999999997,0.7516648189186454,0.7516648189186454
-0.9999999999999929,-3.049999999999997,0.75,0.75
-0.9499999999999957,-3.049999999999997,0.75,0.75
-0.8999999999999986,-2.999999999999993,0.8,0.8
-0.8499999999999943,-2.999999999999993,0.8,0.8
-0.7999999999999972,-2.999999999999993,0.8,0.8
-0.7499999999999929,-2.999999999999993,0.8,0.8
-0.6999999999999957,-2.999999999999993,0.8,0.8
-0.6499999999999986,-2.999999999999993,0.8,0.8
-0.5999999999999943,-2.999999999999993,0.8,0.8
-0.5499999999999972,-2.9499999999999957,0.8500000000000001,0.8500000000000001
-0.4999999999999929,-2.9499999999999957,0.8500000000000001,0.8500000000000001
-0.44999999999999574,-2.9499999999999957,0.8500000000000001,0.8500000000000001
-0.3999999999999986,-2.9499999999999957,0.8500000000000001,0.8500000000000001
-0.3499999999999943,-2.9499999999999957,0.8514693182963202,0.8514693182963202
-0.29999999999999716,-2.9499999999999957,0.8558621384311845,0.8558621384311845
-0.2499999999999929,-2.9499999999999957,0.8631338250816034,0.8631338250816034
-0.19999999999999574,-2.8999999999999986,0.9219544457292888,0.9219544457292888
-0.14999999999999858,-2.8999999999999986,0.9340770846134703,0.9340770846134703
-0.09999999999999432,-2.8999999999999986,0.9486832980505139,0.9486832980505139
-0.04999999999999716,-2.8999999999999986,0.9656603957913984,0.9656603957913984
7.105427357601002e-15,-2.8999999999999986,0.982344135219425,0.982344135219425
0.05000000000000426,-2.8999999999999986,0.9962429422585638,0.9962429422585638
0.10000000000000142,-2.8999999999999986,1.0124228365658294,1.0124228365658294
0.15000000000000568,-2.8999999999999986,1.0307764064044151,1.0307764064044151
0.20000000000000284,-2.8499999999999943,1.0,1.0
0.2500000000000071,-2.8999999999999986,1.05,1.05
0.30000000000000426,-2.8999999999999986,1.05,1.05
0.3500000000000014,-2.8999999999999986,1.05,1.05
0.4000000000000057,-2.8999999999999986,1.05,1.05
0.45000000000000284,-2.9499999999999957,1.0920164833920778,1.0920164833920778
0.5000000000000071,-2.9499999999999957,1.0793516572461452,1.0793516572461452
0.5500000000000043,-2.999999999999993,1.118033988749895,1.118033988749895
0.6000000000000014,-2.999999999999993,1.110180165558726,1.110180165558726
0.6500000000000057,-3.049999999999997,1.1510864433221337,1.1510864433221337
0.7000000000000028,-3.049999999999997,1.140175425099138,1.140175425099138
0.7500000000000071,-3.0999999999999943,1.1629703349613008,1.1629703349613008
0.8000000000000043,-3.0999999999999943,1.1412712210513327,1.1412712210513327
0.8500000000000014,-3.1499999999999986,1.1629703349613008,1.1629703349613008
0.9000000000000057,-3.1999999999999957,1.1800423721205948,1.1800423721205948
0.9500000000000028,-3.249999999999993,1.1926860441876563,1.1926860441876563
1.000000000000007,-3.299999999999997,1.2020815280171309,1.2020815280171309
1.0500000000000043,-3.3499999999999943,1.2020815280171309,1.2020815280171309
1.1000000000000014,-3.3999999999999986,1.1926860441876563,1.1926860441876563
1.1500000000000057,-3.4499999999999957,1.1800423721205948,1.1800423721205948
1.2000000000000028,-3.499999999999993,1.1715374513859982,1.1715374513859982
1.250000000000007,-3.549999999999997,1.1672617529928753,1.1672617529928753
1.3000000000000043,-3.5999999999999943,1.1661903789690602,1.1661903789690602
1.3000000000000043,-3.6499999999999986,1.1715374513859982,1.1715374513859982
1.3500000000000014,-3.6999999999999957,1.1800423721205948,1.1800423721205948
1.4000000000000057,-3.749999999999993,1.1629703349613008,1.1629703349613008
1.4000000000000057,-3.799999999999997,1.1661903789690602,1.1661903789690602
1.4500000000000028,-3.8499999999999943,1.1629703349613008,1.1629703349613008
1.500000000000007,-3.8999999999999986,1.1412712210513327,1.1412712210513327
1.500000000000007,-3.9499999999999957,1.1629703349613008,1.1629703349613008
1.500000000000007,-3.999999999999993,1.140175425099138,1.140175425099138
1.5500000000000043,-4.049999999999997,1.1510864433221337,1.1510864433221337
1.6000000000000014,-4.099999999999994,1.1412712210513327,1.1412712210513327
1.6000000000000014,-4.149999999999999,1.140175425099138,1.140175425099138
1.6500000000000057,-4.199999999999996,1.1412712210513327,1.1412712210513327
1.6500000000000057,-4.249999999999993,1.1236102527122116,1.1236102527122116
1.7000000000000028,-4.299999999999997,1.1412712210513327,1.1412712210513327
1.750000000000007,-4.349999999999994,1.118033988749895,1.118033988749895
1.750000000000007,-4.399999999999999,1.140175425099138,1.140175425099138
1.8000000000000043,-4.449999999999996,1.118033988749895,1.118033988749895
1.8000000000000043,-4.499999999999993,1.1236102527122116,1.1236102527122116
1.8500000000000014,-4.549999999999997,1.118033988749895,1.118033988749895
1.8500000000000014,-4.599999999999994,1.118033988749895,1.118033988749895
1.9000000000000057,-4.649999999999999,1.118033988749895,1.118033988749895
1.9000000000000057,-4.699999999999996,1.118033988749895,1.118033988749895
1.9500000000000028,-4.749999999999993,1.118033988749895,1.118033988749895
1.9500000000000028,-4.799999999999997,1.118033988749895,1.118033988749895
2.000000000000007,-4.849999999999994,1.1067971810589328,1.1067971810589328
2.000000000000007,-4.899999999999999,1.118033988749895,1.118033988749895
2.0500000000000043,-4.949999999999996,1.0965856099730655,1.0965856099730655
2.0500000000000043,-4.999999999999993,1.118033988749895,1.118033988749895
2.1000000000000085,-5.049999999999997,1.0920164833920778,1.0920164833920778
2.1000000000000085,-5.099999999999994,1.1067971810589328,1.1067971810589328
2.1500000000000057,-5.149999999999999,1.0770329614269007,1.0770329614269007
2.1500000000000057,-5.199999999999996,1.0965856099730655,1.0965856099730655
2.1500000000000057,-5.249999999999993,1.0965856099730655,1.0965856099730655
2.200000000000003,-5.299999999999997,1.0920164833920778,1.0920164833920778
2.200000000000003,-5.349999999999994,1.0965856099730655,1.0965856099730655
2.200000000000003,-5.399999999999999,1.0735455276791945,1.0735455276791945
2.250000000000007,-5.449999999999996,1.0793516572461452,1.0793516572461452
2.250000000000007,-5.499999999999993,1.0770329614269007,1.0770329614269007
2.250000000000007,-5.549999999999997,1.0594810050208545,1.0594810050208545
2.250000000000007,-5.599999999999994,1.044030650891055,1.044030650891055
2.3000000000000043,-5.649999999999999,1.0770329614269007,1.0770329614269007
2.3000000000000043,-5.699999999999996,1.0594810050208545,1.0594810050208545
2.3000000000000043,-5.749999999999993,1.044030650891055,1.044030650891055
2.3500000000000085,-5.799999999999997,1.05,1.05
2.3500000000000085,-5.849999999999994,1.05,1.05
2.3500000000000085,-5.899999999999995,1.044030650891055,1.044030650891055
2.3000000000000043,-5.949999999999996,0.982344135219425,0.982344135219425
2.3000000000000043,-5.9999999999999964,0.97082439194738,0.97082439194738
2.3000000000000043,-6.049999999999997,0.9617692030835672,0.9617692030835672
2.3000000000000043,-6.099999999999994,0.95524865872714,0.95524865872714
2.3000000000000043,-6.149999999999995,0.9513148795220223,0.9513148795220223
2.250000000000007,-6.199999999999996,0.9,0.9
2.250000000000007,-6.2499999999999964,0.8860022573334675,0.8860022573334675
2.250000000000007,-6.299999999999997,0.873212459828649,0.873212459828649
2.250000000000007,-6.349999999999994,0.8631338250816034,0.8631338250816034
2.200000000000003,-6.399999999999995,0.8062257748298549,0.8062257748298549
2.200000000000003,-6.449999999999996,0.8015609770940699,0.8015609770940699
2.200000000000003,-6.4999999999999964,0.8,0.8
2.200000000000003,-6.549999999999997,0.8,0.8
2.1500000000000057,-6.599999999999994,0.75,0.75
2.1500000000000057,-6.649999999999995,0.75,0.75
2.1500000000000057,-6.699999999999996,0.75,0.75
2.1500000000000057,-6.7499999999999964,0.7516648189186454,0.7516648189186454
2.1000000000000085,-6.799999999999997,0.7071067811865476,0.7071067811865476
2.1000000000000085,-6.849999999999994,0.7158910531638177,0.7158910531638177
2.1000000000000085,-6.899999999999995,0.7280109889280518,0.7280109889280518
2.0500000000000043,-6.949999999999996,0.696419413859206,0.696419413859206
2.0500000000000043,-6.9999999999999964,0.7071067811865476,0.7071067811865476
2.0500000000000043,-7.049999999999997,0.7158910531638177,0.7158910531638177
2.000000000000007,-7.099999999999994,0.6800735254367722,0.6800735254367722
2.000000000000007,-7.149999999999995,0.696419413859206,0.696419413859206
1.9500000000000028,-7.199999999999996,0.670820393249937,0.670820393249937
1.9000000000000057,-7.2499999999999964,0.65,0.65
1.9000000000000057,-7.299999999999997,0.670820393249937,0.670820393249937
1.8500000000000014,-7.349999999999994,0.65,0.65
1.8000000000000043,-7.399999999999995,0.6264982043070835,0.6264982043070835
1.750000000000007,-7.449999999999996,0.6041522986797286,0.6041522986797286
1.7000000000000028,-7.4999999999999964,0.5830951894845301,0.5830951894845301
1.6500000000000057,-7.549999999999997,0.570087712549569,0.570087712549569
1.6000000000000014,-7.599999999999994,0.5656854249492381,0.5656854249492381
1.5500000000000043,-7.649999999999995,0.5656854249492381,0.5656854249492381
1.500000000000007,-7.699999999999996,0.5656854249492381,0.5656854249492381
1.4500000000000028,-7.7499999999999964,0.5656854249492381,0.5656854249492381
1.4000000000000057,-7.799999999999997,0.5656854249492381,0.5656854249492381
1.3500000000000014,-7.849999999999994,0.5590169943749475,0.5590169943749475
1.3000000000000043,-7.899999999999995,0.5408326913195984,0.5408326913195984
1.250000000000007,-7.949999999999996,0.5315072906367325,0.5315072906367325
1.2000000000000028,-7.949999999999996,0.5590169943749475,0.5590169943749475
1.1500000000000057,-7.9999999999999964,0.5408326913195984,0.5408326913195984
1.1000000000000014,-8.049999999999997,0.5315072906367325,0.5315072906367325
1.0500000000000043,-8.049999999999997,0.5590169943749475,0.5590169943749475
1.000000000000007,-8.099999999999994,0.5385164807134504,0.5385164807134504
0.9500000000000028,-8.099999999999994,0.5408326913195984,0.5408326913195984
0.9000000000000057,-8.149999999999995,0.5408326913195984,0.5408326913195984
0.8500000000000014,-8.199999999999996,0.5315072906367325,0.5315072906367325
0.8000000000000043,-8.199999999999996,0.5408326913195984,0.5408326913195984
0.7500000000000071,-8.249999999999996,0.5408326913195984,0.5408326913195984
0.7000000000000028,-8.299999999999997,0.5315072906367325,0.5315072906367325
0.6500000000000057,-8.299999999999997,0.5590169943749475,0.5590169943749475
0.6000000000000014,-8.349999999999994,0.5385164807134504,0.5385164807134504
0.5500000000000043,-8.349999999999994,0.5590169943749475,0.5590169943749475
0.5000000000000071,-8.399999999999995,0.5408326913195984,0.5408326913195984
0.45000000000000284,-8.399999999999995,0.5590169943749475,0.5590169943749475
0.4000000000000057,-8.449999999999996,0.5590169943749475,0.5590169943749475
0.3500000000000014,-8.449999999999996,0.5590169943749475,0.5590169943749475
0.30000000000000426,-8.499999999999996,0.5590169943749475,0.5590169943749475
0.2500000000000071,-8.549999999999997,0.5385164807134504,0.5385164807134504
0.20000000000000284,-8.549999999999997,0.5590169943749475,0.5590169943749475
0.15000000000000568,-8.599999999999994,0.5408326913195984,0.5408326913195984
0.10000000000000142,-8.599999999999994,0.5590169943749475,0.5590169943749475
0.05000000000000426,-8.649999999999995,0.5590169943749475,0.5590169943749475
7.105427357601002e-15,-8.649999999999995,0.5590169943749475,0.5590169943749475
-0.04999999999999716,-8.699999999999996,0.5590169943749475,0.5590169943749475
-0.09999999999999432,-8.699999999999996,0.5590169943749475,0.5590169943749475
-0.14999999999999858,-8.749999999999996,0.5590169943749475,0.5590169943749475
-0.19999999999999574,-8.749999999999996,0.5590169943749475,0.5590169943749475
-0.2499999999999929,-8.799999999999997,0.570087712549569,0.570087712549569
-0.29999999999999716,-8.849999999999994,0.5590169943749475,0.5590169943749475
-0.3499999999999943,-8.849999999999994,0.5830951894845301,0.5830951894845301
-0.3999999999999986,-8.899999999999995,0.5590169943749475,0.5590169943749475
-0.44999999999999574,-8.899999999999995,0.5830951894845301,0.5830951894845301
-0.4999999999999929,-8.949999999999996,0.5590169943749475,0.5590169943749475
-0.5499999999999972,-8.949999999999996,0.5830951894845301,0.5830951894845301
-0.5999999999999943,-8.999999999999996,0.5590169943749475,0.5590169943749475
-0.6499999999999986,-8.999999999999996,0.5830951894845301,0.5830951894845301
-0.6999999999999957,-9.049999999999997,0.570087712549569,0.570087712549569
-0.7499999999999929,-9.049999999999997,0.5830951894845301,0.5830951894845301
-0.7999999999999972,-9.099999999999994,0.5830951894845301,0.5830951894845301
-0.8499999999999943,-9.099999999999994,0.5830951894845301,0.5830951894845301
-0.8999999999999986,-9.149999999999995,0.5830951894845301,0.5830951894845301
-0.9499999999999957,-9.149999999999995,0.570087712549569,0.570087712549569
-0.9999999999999929,-9.199999999999996,0.5830951894845301,0.5830951894845301
-1.0499999999999972,-9.249999999999996,0.5590169943749475,0.5590169943749475
-1.0999999999999943,-9.249999999999996,0.5830951894845301,0.5830951894845301
-1.1499999999999986,-9.299999999999997,0.570087712549569,0.570087712549569
-1.1999999999999957,-9.299999999999997,0.5830951894845301,0.5830951894845301
-1.249999999999993,-9.349999999999994,0.5830951894845301,0.5830951894845301
-1.2999999999999972,-9.349999999999994,0.5830951894845301,0.5830951894845301
-1.3499999999999943,-9.399999999999995,0.5830951894845301,0.5830951894845301
-1.3999999999999986,-9.399999999999995,0.570087712549569,0.570087712549569
-1.4499999999999957,-9.449999999999996,0.5830951894845301,0.5830951894845301
-1.499999999999993,-9.499999999999996,0.5590169943749475,0.5590169943749475
-1.5499999999999972,-9.499999999999996,0.5830951894845301,0.5830951894845301
-1.5999999999999943,-9.549999999999997,0.570087712549569,0.570087712549569
-1.6499999999999986,-9.549999999999997,0.5830951894845301,0.5830951894845301
-1.6999999999999957,-9.599999999999994,0.5830951894845301,0.5830951894845301
-1.749999999999993,-9.599999999999994,0.570087712549569,0.570087712549569
-1.7999999999999972,-9.649999999999995,0.5830951894845301,0.5830951894845301
-1.8499999999999943,-9.699999999999996,0.5590169943749475,0.5590169943749475
-1.8999999999999986,-9.699999999999996,0.5830951894845301,0.5830951894845301
-1.9499999999999957,-9.749999999999996,0.5590169943749475,0.5590169943749475
-1.999999999999993,-9.749999999999996,0.570087712549569,0.570087712549569
-2.049999999999997,-9.799999999999997,0.570087712549569,0.570087712549569
-2.0999999999999943,-9.849999999999994,0.5590169943749475,0.5590169943749475
-2.1499999999999986,-9.849999999999994,0.5830951894845301,0.5830951894845301
-2.1999999999999957,-9.899999999999995,0.5590169943749475,0.5590169943749475
-2.249999999999993,-9.899999999999995,0.570087712549569,0.570087712549569
-2.299999999999997,-9.949999999999996,0.5590169943749475,0.5590169943749475
-2.3499999999999943,-9.949999999999996,0.5590169943749475,0.5590169943749475
-2.3999999999999986,-9.999999999999996,0.5590169943749475,0.5590169943749475
-2.4499999999999957,-10.049999999999997,0.5385164807134504,0.5385164807134504
-2.499999999999993,-10.049999999999997,0.5590169943749475,0.5590169943749475
-2.549999999999997,-10.099999999999994,0.5385164807134504,0.5385164807134504
-2.5999999999999943,-10.099999999999994,0.5590169943749475,0.5590169943749475
-2.6499999999999986,-10.149999999999995,0.5385164807134504,0.5385164807134504
-2.6999999999999957,-10.149999999999995,0.5590169943749475,0.5590169943749475
-2.749999999999993,-10.199999999999996,0.5385164807134504,0.5385164807134504
-2.799999999999997,-10.199999999999996,0.5408326913195984,0.5408326913195984
-2.8499999999999943,-10.249999999999996,0.5385164807134504,0.5385164807134504
-2.8999999999999986,-10.249999999999996,0.5385164807134504,0.5385164807134504
-2.9499999999999957,-10.299999999999997,0.5385164807134504,0.5385164807134504
-2.999999999999993,-10.299999999999997,0.5385164807134504,0.5385164807134504
-3.049999999999997,-10.349999999999994,0.5385164807134504,0.5385164807134504
-3.0999999999999943,-10.349999999999994,0.5385164807134504,0.5385164807134504
-3.1499999999999986,-10.399999999999995,0.5385164807134504,0.5385164807134504
-3.1999999999999957,-10.399999999999995,0.5590169943749475,0.5590169943749475
-3.249999999999993,-10.449999999999996,0.5220153254455275,0.5220153254455275
-3.299999999999997,-10.449999999999996,0.5385164807134504,0.5385164807134504
-3.3499999999999943,-10.449999999999996,0.5385164807134504,0.5385164807134504
-3.3999999999999986,-10.449999999999996,0.5220153254455275,0.5220153254455275
-3.4499999999999957,-10.449999999999996,0.5099019513592785,0.5099019513592785
-3.499999999999993,-10.499999999999996,0.552268050859363,0.552268050859363
-3.549999999999997,-10.499999999999996,0.55,0.55
-3.5999999999999943,-10.499999999999996,0.55,0.55
-3.6499999999999986,-10.499999999999996,0.55,0.55
-3.6999999999999957,-10.499999999999996,0.55,0.55
-3.749999999999993,-10.549999999999997,0.6000000000000001,0.6000000000000001
-3.799999999999997,-10.549999999999997,0.6000000000000001,0.6000000000000001
-3.8499999999999943,-10.549999999999997,0.6000000000000001,0.6000000000000001
-3.8999999999999986,-10.549999999999997,0.6000000000000001,0.6000000000000001
-3.9499999999999957,-10.549999999999997,0.6000000000000001,0.6000000000000001
-3.999999999999993,-10.549999999999997,0.6000000000000001,0.6000000000000001
-4.049999999999997,-10.599999999999994,0.651920240520265,0.651920240520265
-4.099999999999994,-10.599999999999994,0.6576473218982953,0.6576473218982953
-4.149999999999999,-10.599999999999994,0.6670832032063168,0.6670832032063168
-4.199999999999996,-10.599999999999994,0.6800735254367722,0.6800735254367722
